answer,question
"[""Greek""]",who built the rio hotel in las vegas
"[""Zone Improvement Plan""]",who played chelsea on days of our lives
"[""Ireland""]",who was the bird woman in mary poppins
"[""John O'Banion""]",where was 'top of the lake' filmed
"[""2012""]",how deep is ice in a hockey rink
"[""Josh Groban""]",when was the pledge of allegiance written and by whom
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when did brazil win their last world cup
"[""1980""]",where is the movie cargo based out of
"[""horses""]",when was the bay bridge in maryland built
"[""Saddam Hussein""]",in which year did djokovic win roland garros
"[""John von Neumann""]",which indian sportsperson wife will represent in basketball
"[""August 17, 2018""]",what is the microscopic unit of the kidney
"[""Jesse Donald Knotts""]",who is the main character in the book theif
"[""Australia""]",the 3 types of customers in the nps model
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who is going on tour with taylor swift 2018
"[""2018""]",who's the guy that does the diet dr. pepper commercials
"[""Bella Dayne""]",what is the name of house of horse
"[""A mood swing""]",who played mary magdalene passion of the christ
"[""Elstree Studios""]",who wrote the song it's so hard to say goodbye
"[""New Netherland""]",who has designed the symbol of indian currency
"[""10""]",when new delhi become the capital of india
"[""Over 2,500""]",who plays young snow on once upon a time
"[""Gabrielle Haugh""]",when did the song dream weaver come out
"[""A mood swing""]",last male tennis player to win grand slam
"[""Greek""]",who sings the song saturday in the park
"[""video editing""]",who wrote the song bend me shape me
"[""Ryan ten Doeschate""]",the culture that had the greatest impact on vietnam was
"[""Calcium ions""]",who argued that we are born with intellectual blank slates
"[""redox reactions""]",when did 18 year olds get the right to vote in the us
"[""ice caps""]",who is ted talking about in how i met your mother
"[""Venus""]",when did the self balancing scooter come out
"[""42""]",who played georgette on mary tyler moore show
"[""2009""]",where did little house on the prairie film
"[""a compulsory governmental insurance system""]",who is the statue of liberty based on
"[""122""]",what is the largest village in the united states
"[""12""]",who is the head of government in morocco
"[""Australia""]",who sings cory in the house theme song
"[""10""]",how many episodes of jersey shore new season
"[""video editing""]",who led the khasi revolt against the britishers
"[""Jimmy Cliff""]",who is called the father of modern yoga
"[""US$500""]",where does she's the man take place
"[""a wild Pikachu""]",camila cabello never be the same release date
"[""1962""]",who does belle's voice in beauty and the beast
"[""Thurl Ravenscroft""]",who played the mad hatter in alice through the looking glass
"[""Molt Taylor""]",who is the largest tractor manufacturer in the world
"[""1982""]",when did india gain independence from british rule
"[""Evaluation and management""]",what do you call a religion without god
"[""12""]",gerdy’s tubercle is a bony feature of which bone
"[""Dylan""]",where does nectar come from in a flower
"[""six""]",what were the effects of chlorine gas in ww1
"[""December 2003""]",where was the wonder years supposed to take place
"[""1890""]",who sang ain't nothing going on but the rent
"[""Marley""]",who did kansas city royals play in the world series
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who averaged the most rebounds in nba history
"[""1962""]",who sang i should have been a cowboy
"[""35""]",what was the cause of the black death in europe
"[""Dev"",""Devin Star Tailes""]",what is linked to mediterranean by suez canal
"[""3 to 8 days""]",who sings are we human or are we dancer
"[""1984""]",who played johnny depp's mom in sleepy hollow
"[""1943""]",what is the biggest cause of poverty in america
"[""San Antonio""]",when is season 3 of some assembly required coming to netflix
"[""Saddam Hussein""]",when does escape the night season 2 episode 9 come out
"[""Evaluation and management""]",what is the meaning of joie de vivre
"[""2000""]",when do barney and robin first get together
"[""Lionel Messi""]",who plays the man in the yellow hat on curious george
"[""Greek""]",what two bodies of water does the erie canal link together
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who plays anna in days of our lives
"[""1984""]",where was the film all the money in the world filmed
"[""1982""]",when is easter going to be on april 24
"[""Anderson Silva""]",who has been on saturday night live the longest
"[""2017""]",in the metric system the prefix centi- means
"[""Potassium chlorate""]",who knocked out belgium in 2014 world cup
"[""four""]",where did kevin's family go in home alone 1
"[""1974""]",when was the last time manchester united won a trophy
"[""December 15, 2017""]",who played mother nature in santa claus 2
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",how many structures burned in the santa rosa fire
"[""Mars Bonfire""]",when was the first radio put in a car
"[""John O'Banion""]",when did the st pete grand prix start
"[""1,089 sq ft""]",night at the museum 3 ben stiller characters
"[""Guaranteed Rate Field""]",who won the second battle of sabine pass
"[""Australia""]",why do the swiss put bells on their cows
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who wrote the song never can say goodbye
"[""Ireland""]",who is the actor that plays carl on the walking dead
"[""Billie Jean King""]",who was the first woman pm of india
"[""Shirley Mae Jones""]",when did wireless charging come out for samsung
"[""1950""]",who sang the famous song strawberry fields forever
"[""April 1, 1999""]",who plays the voice of johnny in the movie sing
"[""eastward, in prograde motion""]",which country's head visit to pakistan first
"[""Josh Groban""]",who is king under the mountain after thorin dies
"[""Bella Dayne""]",who wrote the song i'm not in love
"[""1982""]",when was the drinking age 18 in illinois
"[""Parafollicular cells""]",who has won the icc world cup of 2011
"[""Spectre""]",who played michael the wraith on stargate atlantis
"[""2015""]",who is the son of lord krishna n rukmini
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who does the voice of bridget in the movie trolls
"[""unknown""]",list of most populous cities in andhra pradesh
"[""China""]",who sings dream weaver in the leon's commercial
"[""1967""]",how many planes did japan lose at pearl harbor
"[""1982""]",what's the name of the eighth sims 3 expansion pack
"[""Australia""]",where did its a wonderful life take place
"[""New Netherland""]",the voice of bob on puppy dog pals
"[""a compulsory governmental insurance system""]",what episode of army wives does emmalin graduation
"[""Guaranteed Rate Field""]",when was the first anti stalking law passed
"[""ground state""]",where was who'll stop the rain filmed
"[""volume of the container decreases""]",what did spain send to attack britain in 1588
"[""1943""]",the dominant vegetation in an everglades slough includes
"[""Lebanese""]",which is the most populous country in africa
"[""Jason Michael Lee""]",who played clara edwards on andy griffith show
"[""2018""]",who was president when we pulled out of vietnam
"[""Saddam Hussein""]",who wrote cant take my eyes off of you
"[""eastward, in prograde motion""]",when is the new start wars coming out
"[""Eagles""]",who is the chief judge of gujarat high court
"[""1943""]",what came out first arkham city or arkham asylum
"[""10 one-hour episodes""]",who plays president petrov in house of cards
"[""October 10, 2017""]",who play the character of anarkali in mughal e azam
"[""Lacey Turner""]",who drove the skoal bandit car in nascar
"[""Zone Improvement Plan""]",who did the night they drove old dixie down
"[""May 5, 1992""]",where does the tri tip steak come from
"[""Machilipatnam""]",in 2009 the us federal debt held by the public was
"[""Ireland""]",where is sperm made in the human body
"[""12""]",who was involved in the sri lankan civil war
"[""six""]",when was the mouse and the motorcycle published
"[""James Arthur""]",what was the largest single public works project in the history of america
"[""2012""]",when does season 4 of the ranch on netflix come out
"[""Machilipatnam""]",when was it's a wonderful life released
"[""2012""]",how did tiffany get her body back in chucky
"[""Mars Bonfire""]",who played xerxes in 300 rise of an empire
"[""redox reactions""]",who sings on don't look back in anger
"[""US$500""]",when was the city of new york founded
"[""2010""]",who won the all england badminton championships for seven years
"[""March 25, 2011""]",when does dna replication occur during the eukaryotic cell cycle
"[""University of South Carolina""]",which is the capital city of sri lanka
"[""Lake Baikal""]",how many episode of lost in space netflix
"[""Niagara River""]",who is chief of defence staff in india
"[""Machilipatnam""]",who sings i came back to let you know
"[""Lionel Messi""]",where did andy go at the end of shawshank redemption
"[""Josh Groban""]",who won the mens money in the bank match
"[""1950""]",how old do you have to be to drink in wisconsin with a parent
