answer,question
"[""2010""]",how many layers does open systems interconnection model have
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",what is the language of antigua and barbuda
"[""fertilization""]",when does escape the night season 2 episode 9 come out
"[""\""Journey's End\""""]",what is the type of government in brazil
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",who was the book of hosea written to
"[""Matthew Prokop""]",where is the hockey being played commonwealth games
"[""13,327""]",how many episodes in the first season of anne with an e
"[""The Ganges-Brahmaputra Delta""]",what is the per head income of india
"[""\""Journey's End\""""]",what adds a phosphate group to adp to form atp
"[""Betsy Sodaro""]",what is the purpose of a lesson plan
"[""12""]",what are the elements of arts and meaning
"[""three or four""]",what is the population of oak ridge tn
"[""2018""]",when is halley's comet coming around again
"[""Gayla Peevey""]",who is the lokayukta bill was introduced in the assembly by
"[""Twenty-seven""]",what year is it now in the japanese calendar
"[""March 9, 2018""]",when was the last time the jets made it to the superbowl
"[""1981""]",when does grey's anatomy s14 e9 come out
"[""Nathan Mack""]",who has ultimate authority at a race meeting
"[""A mood swing""]",brooklyn nine nine season 5 episode 6 release
"[""August 16, 1896""]",when do stores stop selling alcohol in virginia
"[""other endeavours""]",who played zeus in clash of the titans
"[""later in pregnancy""]",who was the first black woman to win a grammy
"[""Gallery""]",total number of law and order svu episodes
"[""President of the Legislative Council""]",how many buick grand national gnx were made
"[""later in pregnancy""]",when did the original lost in space run
"[""Nervous tissue or nerve tissue""]",when did cassie me and you come out
"[""A mood swing""]",11. what was the legislative assembly of czarist russia from 1905 to 1917 called
"[""Post Alley""]",what are the four stages of human development
"[""Adam Wainwright""]",who said no two objects can occupy the same space at the same time
"[""1971""]",someone who went to california during the gold rush
"[""Jason Michael Lee""]",what is the latest episode of house of cards
"[""June 16, 2017""]",who wrote the song there goes my everything
"[""Dash""]",who plays the voice of mikey in look whos talking
"[""1980""]",who plays belle's dad in beauty and the beast
"[""July 16, 2017""]",who organized the original creole orchestra in los angeles
"[""2018""]",where is the subsolar point on december 21
"[""Javier Colon""]",who was the song candle in the wind written about
"[""Samuel Beckett""]",who has won the champion league the most
"[""Gulf of Mexico""]",what had ellis island become the site of by 1891
"[""September 12, 2006""]",matter that is not the same throughout is called
"[""later in pregnancy""]",when was the first edinburgh military tattoo held
"[""Matthew Prokop""]",what's carly's last name in icarly
"[""2017""]",who plays madame leota in the haunted mansion
"[""June 16, 2017""]",who is the current secretary general of opec
"[""18""]",when is nen introduced in hunter x hunter
"[""Liverpool""]",when was the egg mcmuffin added to the menu
"[""October 19, 2017""]",when is the maze runner 2 coming out
"[""71%""]",is the gulf of mexico an ocean or sea
"[""1998""]",how many countries are members of world health organization
"[""1988""]",god's not dead a light in the darkness release date
"[""corn starch""]",who did mary alice kill on desperate housewives
"[""later in pregnancy""]",when did the norfolk broads become a national park
"[""six""]",when does the school year start in vietnam
"[""eastward, in prograde motion""]",how many episodes does season 7 game of thrones have
"[""Sam Manekshaw""]",who pays the most income tax in europe
"[""cut the South in two""]",real name of kabeer of ishq subhan allah
"[""May 5, 1992""]",what is the southern end of the appalachian trail
"[""enzymes""]",when did fast and furious 7 finished filming
"[""Belgium""]",which ocean is the biggest ocean in the world
"[""Enoch Sontonga"",""C. J. Langenhoven""]",who invented fountain pen and in which year
"[""1.000""]",who founded the church of latter day saints
"[""March 2008""]",in which year wild life act comes in india
"[""cut the South in two""]",who played zira in the lion king 2
"[""Atlanta–Fulton County Stadium""]",point in the earth's orbit nearest to the sun
"[""July 16, 2017""]",learner as tabula rasa is a presumption in
"[""July 16, 2017""]",valve responsible for preventing backflow of blood from the lungs into the heart
"[""September 26, 2017""]",who is the lender of last resort in the us
"[""China""]",what are these little white balls in the back of my throat
"[""Jess Walton""]",who is the director of lord of the rings
"[""2012""]",when did the movie 8 seconds come out
"[""Jason Michael Lee""]",who plays jt hellstrom on young and restless
"[""2017""]",when was the white cliffs of dover written
"[""Sam Manekshaw""]",who sings i get by with a little help
"[""2000""]",what bone allows the head to nod yes
"[""1 1/2\""""]",when does it warm up in north dakota
"[""redox reactions""]",who does miranda cosgrove play in despicable me
"[""A mood swing""]",who played bobby hill on hill street blues
"[""1998""]",when does the winter season begin in chile
"[""Below the knee""]",when did welcome to the black parade come out
"[""Venice""]",who plays george dixon man in the high castle
"[""12""]",who played the doctor in lost in space
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what is estella's last name in great expectations
"[""August 16, 1896""]",where is the museo nacional de antropologia located
"[""United Kingdom"",""England"",""London""]",who is awarded the orange cap in ipl twenty20 tournament
"[""August 16, 1896""]",when was the first $2 bill made
"[""2018""]",who won more world series dodgers or giants
"[""the ice cap polar climate""]",who scored the most goals in one season in la liga
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what kind of tissue is tendons and ligaments
"[""May 1999""]",who played geoffrey chaucer in a knight tale
"[""Gallery""]",what kind of cat is the maneki neko
"[""Barbicide""]",the mediterranean zone is located in which two areas of africa
"[""A mood swing""]",how old do u have to be to get a tattoo in washington
"[""18""]",what is the most rare blood type in south africa
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",who won dancing with the stars season 15
"[""cut the South in two""]",who sings the song you don't own me
"[""2010""]",how old did you have to be to put your name in the goblet of fire
"[""32""]",which part of the mcs produces the bow echo on radar
"[""July 16, 2017""]",who plays randall's wife on this is us
"[""other endeavours""]",who has the most number of grammy awards
"[""2018""]",what season did lebron win his first championship
"[""March 9, 2018""]",who died on the set of twilight zone
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",who was the first governor of reserve bank of india
"[""9""]",where is big bang theory supposed to take place
"[""cut the South in two""]",who won group h in the world cup 2018
"[""1.000""]",who wrote the lyrics to mary did you know
"[""United Kingdom"",""England"",""London""]",who sang the song how much is that doggie in the window
"[""2005""]",when does the college basketball ap poll come out
"[""2000""]",who is newly elected prime minister of hungry
"[""2000""]",what does the t in tanakh stand for
"[""Atlanta–Fulton County Stadium""]",what is the definition of low birth weight
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what issues did the various new deal programs address
"[""Barbicide""]",when did sir alex ferguson leave manchester united
"[""68""]",fire and fury inside the trump white house publisher
"[""President of the Legislative Council""]",who sang the original raindrops keep falling on my head
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",when does the new episodes of grey's anatomy start
"[""James Arthur""]",what does the t in tanakh stand for
"[""Weapon XI""]",who starred in the movie deep water horizon
"[""1981""]",who's sitting on the pole for the daytona 500
"[""Spanish""]",who played gale sayers in brian's song
"[""1.000""]",what is the most famous sport in russia
"[""Dash""]",who plays the dwarf in king of thrones
"[""February 4, 1948""]",what is the legal age to get a tattoo in virginia
"[""Nathan Mack""]",where does the blue poison dart frog live
"[""Over 2,500""]",who determined that all animals are made of cells
"[""115 years, 301 days""]",nearest airport to san jose del cabo mexico
"[""1.000""]",how long does a permanent resident visa last in australia
"[""18""]",when did the new mama mia come out
"[""Tinnitus""]",who did the original voice of yogi bear
"[""A mood swing""]",what is the name of latest version of android
"[""Over 2,500""]",who does patrick stewart play in star trek
"[""32""]",how many sports are there in the 2018 commonwealth games
"[""countries that ratified the convention""]",who was the queen of britain during ww1
