id,question,choices,answerKey
1534,"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",1534,A
1535,"A condition in bees called ""colony collapse disorder"" occurs when worker bees leave the hive to collect nectar and never return. How would a decline in the bee population most likely affect a farm ecosystem?",1535,A
1536,Kate sees a full moon. About how much time will go by before the next full moon?,1536,1
1537,Scientists claim that the area around the Grand Canyon was once covered by an ocean. What evidence would support their claim?,1537,C
1538,Some areas of the world are experiencing more desert-like conditions. This change most favors survival of species with the ability to do which of the following?,1538,B
1539,"After a rainstorm, a big pile of rocks blocks part of a mountain road. Which event most likely caused the rocks to move onto the road?",1539,C
1540,Sound waves can pass through all of these except,1540,B
1541,"Plants have special tissues that transport food, water, and minerals throughout the plant. What are these tissues similar to in animals?",1541,B
1542,"Wire was looped several times around an iron nail, and the wire's ends were connected to a battery. For which of these will this device most likely be used?",1542,A
1543,Solar radiation is a combination of light with different wavelengths. Which type of ray can harm human skin the most?,1543,B
1544,Which region of the Milky Way contains a population that consists mostly of old stars?,1544,B
1545,From which part of the plant does a bee get food?,1545,4
1546,Which material is most easily recycled at school?,1546,C
1547,"When an octopus feels threatened, it can release black ink into the water. The ink MOST likely helps the octopus",1547,3
1548,"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?",1548,A
1549,Felicia investigated whether water color affected how fast the water heated in sunlight. She poured tap water into five beakers and placed food coloring in four out of the five beakers. Felicia then used a thermometer to measure the temperature of the water in each of the beakers. Which of these was used as control in her investigation?,1549,B
1550,"The diet of a brown bear includes roots, grasses, berries, nuts, fish, insects, and mammals. Based on this description, in what category is a brown bear?",1550,C
1551,Which characteristic of a volvox colony makes it more like a multicellular organism than a simple cluster of unicellular organisms?,1551,C
1552,A scientist combines oxygen and hydrogen to form water. This combination illustrates that water is,1552,A
1553,Which of these dissolve in water?,1553,A
1554,A class planted trees and shrubs in an empty dirt lot beside the school. The roots of the plants can help protect the soil. The soil is most likely being protected from what?,1554,C
1555,Which of these provide the best evidence that life could develop on Mars?,1555,D
1556,Which property of proteins best allows them to perform an enormously diverse range of functions?,1556,A
1557,The sum of all chemical reactions in the human body is known as,1557,3
1558,Which of the following helps the leaves break down after they have fallen off the tree?,1558,A
1559,"Air in the atmosphere is heated unevenly by the sun, causing",1559,B
1560,"Which gas, when condensed into its liquid state in the atmosphere, forms clouds?",1560,C
1561,"Sodium bicarbonate (NaHCO_{3}) is commonly known as baking soda. Sodium bicarbonate is a white solid that can dissolve in water. Under the proper conditions, sodium bicarbonate can release carbon dioxide (CO_{2}) gas. Which of the following is not a physical property of sodium bicarbonate?",1561,D
1562,How does the length of daylight in New York State change from summer to fall?,1562,B
1563,"In 1918, an outbreak of influenza infected 500,000 people all over the world. Tens of millions of those infected died. In 1994, an outbreak of pneumonic plague spread quickly through the city of Surat in India, killing 52 people. Which statement best describes the two events?",1563,D
